#
#  Mapping of v3 names to v4 names
#
#  This file is used by the upgrade tool.
#
3Com-Connect_Id                         	Vendor-Specific.3com.Connect_Id
SN-IPv6-Min-Link-MTU                    	Vendor-Specific.Starent.IPv6-Min-Link-MTU
SN-IPv6-Primary-DNS                     	Vendor-Specific.Starent.IPv6-Primary-DNS
SN-IPv6-Sec-Pool                        	Vendor-Specific.Starent.IPv6-Sec-Pool
SN-IPv6-Sec-Prefix                      	Vendor-Specific.Starent.IPv6-Sec-Prefix
SN-IPv6-Secondary-DNS                   	Vendor-Specific.Starent.IPv6-Secondary-DNS
SN-IPv6-num-rtr-advt                    	Vendor-Specific.Starent.IPv6-num-rtr-advt
SN-IPv6-rtr-advt-interval               	Vendor-Specific.Starent.IPv6-rtr-advt-interval
SN-ISC-Template-Name                    	Vendor-Specific.Starent.ISC-Template-Name
SN-Internal-SM-Index                    	Vendor-Specific.Starent.Internal-SM-Index
SN-Is-Unregistered-Subscriber           	Vendor-Specific.Starent.Is-Unregistered-Subscriber
SN-L3-to-L2-Tun-Addr-Policy             	Vendor-Specific.Starent.L3-to-L2-Tun-Addr-Policy
SN-Local-IP-Address                     	Vendor-Specific.Starent.Local-IP-Address
SN-Long-Duration-Action                 	Vendor-Specific.Starent.Long-Duration-Action
SN-Long-Duration-Notification           	Vendor-Specific.Starent.Long-Duration-Notification
SN-Long-Duration-Timeout                	Vendor-Specific.Starent.Long-Duration-Timeout
SN-MIP-AAA-Assign-Addr                  	Vendor-Specific.Starent.MIP-AAA-Assign-Addr
SN-MIP-ANCID                            	Vendor-Specific.Starent.MIP-ANCID
SN-MIP-Dual-Anchor                      	Vendor-Specific.Starent.MIP-Dual-Anchor
SN-MIP-HA-Assignment-Table              	Vendor-Specific.Starent.MIP-HA-Assignment-Table
SN-MIP-Match-AAA-Assign-Addr            	Vendor-Specific.Starent.MIP-Match-AAA-Assign-Addr
SN-MIP-Reg-Lifetime-Realm               	Vendor-Specific.Starent.MIP-Reg-Lifetime-Realm
SN-MIP-Send-Ancid                       	Vendor-Specific.Starent.MIP-Send-Ancid
SN-MIP-Send-Correlation-Info            	Vendor-Specific.Starent.MIP-Send-Correlation-Info
SN-MIP-Send-Imsi                        	Vendor-Specific.Starent.MIP-Send-Imsi
SN-MIP-Send-Term-Verification           	Vendor-Specific.Starent.MIP-Send-Term-Verification
SN-MN-HA-Hash-Algorithm                 	Vendor-Specific.Starent.MN-HA-Hash-Algorithm
SN-MN-HA-Timestamp-Tolerance            	Vendor-Specific.Starent.MN-HA-Timestamp-Tolerance
SN-MS-ISDN                              	Vendor-Specific.Starent.MS-ISDN
SN-Max-Sec-Contexts-Per-Subs            	Vendor-Specific.Starent.Max-Sec-Contexts-Per-Subs
SN-Mediation-Acct-Rsp-Action            	Vendor-Specific.Starent.Mediation-Acct-Rsp-Action
SN-Mediation-Enabled                    	Vendor-Specific.Starent.Mediation-Enabled
SN-Mediation-No-Interims                	Vendor-Specific.Starent.Mediation-No-Interims
SN-Mediation-VPN-Name                   	Vendor-Specific.Starent.Mediation-VPN-Name
SN-Min-Compress-Size                    	Vendor-Specific.Starent.Min-Compress-Size
SN-Mode                                 	Vendor-Specific.Starent.Mode
SN-NAI-Construction-Domain              	Vendor-Specific.Starent.NAI-Construction-Domain
SN-NAT-IP-Address                       	Vendor-Specific.Starent.NAT-IP-Address
SN-NPU-Qos-Priority                     	Vendor-Specific.Starent.NPU-Qos-Priority
SN-Node-Functionality                   	Vendor-Specific.Starent.Node-Functionality
SN-Ntk-Initiated-Ctx-Ind-Flag           	Vendor-Specific.Starent.Ntk-Initiated-Ctx-Ind-Flag
SN-Ntk-Session-Disconnect-Flag          	Vendor-Specific.Starent.Ntk-Session-Disconnect-Flag
SN-Nw-Reachability-Server-Name          	Vendor-Specific.Starent.Nw-Reachability-Server-Name
SN-Originating-IOI                      	Vendor-Specific.Starent.Originating-IOI
SN-Overload-Disc-Connect-Time           	Vendor-Specific.Starent.Overload-Disc-Connect-Time
SN-Overload-Disconnect                  	Vendor-Specific.Starent.Overload-Disconnect
SN-PDG-TTG-Required                     	Vendor-Specific.Starent.PDG-TTG-Required
SN-PDIF-MIP-Release-TIA                 	Vendor-Specific.Starent.PDIF-MIP-Release-TIA
SN-PDIF-MIP-Required                    	Vendor-Specific.Starent.PDIF-MIP-Required
SN-PDIF-MIP-Simple-IP-Fallback          	Vendor-Specific.Starent.PDIF-MIP-Simple-IP-Fallback
SN-PDSN-Correlation-Id                  	Vendor-Specific.Starent.PDCorrelation-Id
SN-PDSN-Handoff-Req-IP-Addr             	Vendor-Specific.Starent.PDHandoff-Req-IP-Addr
SN-PDSN-NAS-IP-Address                  	Vendor-Specific.Starent.PDNAS-IP-Address
SN-PDSN-NAS-Id                          	Vendor-Specific.Starent.PDNAS-Id
SN-PPP-Accept-Peer-v6Ifid               	Vendor-Specific.Starent.PPP-Accept-Peer-v6Ifid
SN-PPP-Always-On-Vse                    	Vendor-Specific.Starent.PPP-Always-On-Vse
SN-PPP-Data-Compression                 	Vendor-Specific.Starent.PPP-Data-Compression
SN-PPP-Data-Compression-Mode            	Vendor-Specific.Starent.PPP-Data-Compression-Mode
SN-PPP-Keepalive                        	Vendor-Specific.Starent.PPP-Keepalive
SN-PPP-NW-Layer-IPv4                    	Vendor-Specific.Starent.PPP-NW-Layer-IPv4
SN-PPP-NW-Layer-IPv6                    	Vendor-Specific.Starent.PPP-NW-Layer-IPv6
SN-PPP-Outbound-Password                	Vendor-Specific.Starent.PPP-Outbound-Password
SN-PPP-Outbound-Username                	Vendor-Specific.Starent.PPP-Outbound-Username
SN-PPP-Progress-Code                    	Vendor-Specific.Starent.PPP-Progress-Code
SN-PPP-Reneg-Disc                       	Vendor-Specific.Starent.PPP-Reneg-Disc
SN-Permit-User-Mcast-PDUs               	Vendor-Specific.Starent.Permit-User-Mcast-PDUs
SN-Prepaid                              	Vendor-Specific.Starent.Prepaid
SN-Prepaid-Compressed-Count             	Vendor-Specific.Starent.Prepaid-Compressed-Count
SN-Prepaid-Final-Duration-Alg           	Vendor-Specific.Starent.Prepaid-Final-Duration-Alg
SN-Prepaid-Inbound-Octets               	Vendor-Specific.Starent.Prepaid-Inbound-Octets
SN-Prepaid-Outbound-Octets              	Vendor-Specific.Starent.Prepaid-Outbound-Octets
SN-Prepaid-Preference                   	Vendor-Specific.Starent.Prepaid-Preference
SN-Prepaid-Timeout                      	Vendor-Specific.Starent.Prepaid-Timeout
SN-Prepaid-Total-Octets                 	Vendor-Specific.Starent.Prepaid-Total-Octets
SN-Prepaid-Watermark                    	Vendor-Specific.Starent.Prepaid-Watermark
SN-Primary-DCCA-Peer                    	Vendor-Specific.Starent.Primary-DCCA-Peer
SN-Primary-DNS-Server                   	Vendor-Specific.Starent.Primary-DNS-Server
SN-Primary-NBNS-Server                  	Vendor-Specific.Starent.Primary-NBNS-Server
SN-Proxy-MIP                            	Vendor-Specific.Starent.Proxy-MIP
SN-Proxy-MIPV6                          	Vendor-Specific.Starent.Proxy-MIPV6
SN-Pseudonym-Username                   	Vendor-Specific.Starent.Pseudonym-Username
SN-QOS-HLR-Profile                      	Vendor-Specific.Starent.QOS-HLR-Profile
SN-QoS-Background-Class                 	Vendor-Specific.Starent.QoS-Background-Class
SN-QoS-Class-Background-PHB             	Vendor-Specific.Starent.QoS-Class-Background-PHB
SN-QoS-Class-Conversational-PHB         	Vendor-Specific.Starent.QoS-Class-Conversational-PHB
SN-QoS-Class-Interactive-1-PHB          	Vendor-Specific.Starent.QoS-Class-Interactive-1-PHB
SN-QoS-Class-Interactive-2-PHB          	Vendor-Specific.Starent.QoS-Class-Interactive-2-PHB
SN-QoS-Class-Interactive-3-PHB          	Vendor-Specific.Starent.QoS-Class-Interactive-3-PHB
SN-QoS-Class-Streaming-PHB              	Vendor-Specific.Starent.QoS-Class-Streaming-PHB
SN-QoS-Conversation-Class               	Vendor-Specific.Starent.QoS-Conversation-Class
SN-QoS-Interactive1-Class               	Vendor-Specific.Starent.QoS-Interactive1-Class
SN-QoS-Interactive2-Class               	Vendor-Specific.Starent.QoS-Interactive2-Class
SN-QoS-Interactive3-Class               	Vendor-Specific.Starent.QoS-Interactive3-Class
SN-QoS-Negotiated                       	Vendor-Specific.Starent.QoS-Negotiated
SN-QoS-Renegotiation-Timeout            	Vendor-Specific.Starent.QoS-Renegotiation-Timeout
SN-QoS-Streaming-Class                  	Vendor-Specific.Starent.QoS-Streaming-Class
SN-QoS-Tp-Dnlk                          	Vendor-Specific.Starent.QoS-Tp-Dnlk
SN-QoS-Tp-Uplk                          	Vendor-Specific.Starent.QoS-Tp-Uplk
SN-QoS-Traffic-Policy                   	Vendor-Specific.Starent.QoS-Traffic-Policy
SN-ROHC-Flow-Marking-Mode               	Vendor-Specific.Starent.ROHC-Flow-Marking-Mode
SN-ROHC-Profile-Name                    	Vendor-Specific.Starent.ROHC-Profile-Name
SN-Rad-APN-Name                         	Vendor-Specific.Starent.Rad-APN-Name
SN-Radius-Returned-Username             	Vendor-Specific.Starent.Radius-Returned-Username
SN-Re-CHAP-Interval                     	Vendor-Specific.Starent.Re-CHAP-Interval
SN-Roaming-Behavior                     	Vendor-Specific.Starent.Roaming-Behavior
SN-Roaming-Profile                      	Vendor-Specific.Starent.Roaming-Profile
SN-Roaming-Sub-Use-GGSN                 	Vendor-Specific.Starent.Roaming-Sub-Use-GGSN
SN-Role-Of-Node                         	Vendor-Specific.Starent.Role-Of-Node
SN-Routing-Area-Id                      	Vendor-Specific.Starent.Routing-Area-Id
SN-Rulebase                             	Vendor-Specific.Starent.Rulebase
SN-SDP-Session-Description              	Vendor-Specific.Starent.SDP-Session-Description
SN-SIP-Method                           	Vendor-Specific.Starent.SIP-Method
SN-SIP-Request-Time-Stamp               	Vendor-Specific.Starent.SIP-Request-Time-Stamp
SN-SIP-Response-Time-Stamp              	Vendor-Specific.Starent.SIP-Response-Time-Stamp
SN-Sec-IP-Pool-Name                     	Vendor-Specific.Starent.Sec-IP-Pool-Name
SN-Secondary-DCCA-Peer                  	Vendor-Specific.Starent.Secondary-DCCA-Peer
SN-Secondary-DNS-Server                 	Vendor-Specific.Starent.Secondary-DNS-Server
SN-Secondary-NBNS-Server                	Vendor-Specific.Starent.Secondary-NBNS-Server
SN-Service-Address                      	Vendor-Specific.Starent.Service-Address
SN-Service-Type                         	Vendor-Specific.Starent.Service-Type
SN-Session-Id                           	Vendor-Specific.Starent.Session-Id
SN-Simultaneous-SIP-MIP                 	Vendor-Specific.Starent.Simultaneous-SIP-MIP
SN-Software-Version                     	Vendor-Specific.Starent.Software-Version
SN-Subs-Acc-Flow-Traffic-Valid          	Vendor-Specific.Starent.Subs-Acc-Flow-Traffic-Valid
SN-Subs-IMSA-Service-Name               	Vendor-Specific.Starent.Subs-IMSA-Service-Name
SN-Subs-VJ-Slotid-Cmp-Neg-Mode          	Vendor-Specific.Starent.Subs-VJ-Slotid-Cmp-Neg-Mode
SN-Subscriber-Accounting                	Vendor-Specific.Starent.Subscriber-Accounting
SN-Subscriber-Acct-Interim              	Vendor-Specific.Starent.Subscriber-Acct-Interim
SN-Subscriber-Acct-Mode                 	Vendor-Specific.Starent.Subscriber-Acct-Mode
SN-Subscriber-Acct-Rsp-Action           	Vendor-Specific.Starent.Subscriber-Acct-Rsp-Action
SN-Subscriber-Acct-Start                	Vendor-Specific.Starent.Subscriber-Acct-Start
SN-Subscriber-Acct-Stop                 	Vendor-Specific.Starent.Subscriber-Acct-Stop
SN-Subscriber-Class                     	Vendor-Specific.Starent.Subscriber-Class
SN-Subscriber-IP-Hdr-Neg-Mode           	Vendor-Specific.Starent.Subscriber-IP-Hdr-Neg-Mode
SN-Subscriber-IP-TOS-Copy               	Vendor-Specific.Starent.Subscriber-IP-TOS-Copy
SN-Subscriber-Nexthop-Address           	Vendor-Specific.Starent.Subscriber-Nexthop-Address
SN-Subscriber-No-Interims               	Vendor-Specific.Starent.Subscriber-No-Interims
SN-Subscriber-Permission                	Vendor-Specific.Starent.Subscriber-Permission
SN-Subscriber-Template-Name             	Vendor-Specific.Starent.Subscriber-Template-Name
SN-Terminating-IOI                      	Vendor-Specific.Starent.Terminating-IOI
SN-Tp-Dnlk-Burst-Size                   	Vendor-Specific.Starent.Tp-Dnlk-Burst-Size
SN-Tp-Dnlk-Committed-Data-Rate          	Vendor-Specific.Starent.Tp-Dnlk-Committed-Data-Rate
SN-Tp-Dnlk-Exceed-Action                	Vendor-Specific.Starent.Tp-Dnlk-Exceed-Action
SN-Tp-Dnlk-Peak-Data-Rate               	Vendor-Specific.Starent.Tp-Dnlk-Peak-Data-Rate
SN-Tp-Dnlk-Violate-Action               	Vendor-Specific.Starent.Tp-Dnlk-Violate-Action
SN-Tp-Uplk-Burst-Size                   	Vendor-Specific.Starent.Tp-Uplk-Burst-Size
SN-Tp-Uplk-Committed-Data-Rate          	Vendor-Specific.Starent.Tp-Uplk-Committed-Data-Rate
SN-Tp-Uplk-Exceed-Action                	Vendor-Specific.Starent.Tp-Uplk-Exceed-Action
SN-Tp-Uplk-Peak-Data-Rate               	Vendor-Specific.Starent.Tp-Uplk-Peak-Data-Rate
SN-Tp-Uplk-Violate-Action               	Vendor-Specific.Starent.Tp-Uplk-Violate-Action
SN-Traffic-Group                        	Vendor-Specific.Starent.Traffic-Group
SN-TrafficSelector-Class                	Vendor-Specific.Starent.TrafficSelector-Class
SN-Transparent-Data                     	Vendor-Specific.Starent.Transparent-Data
SN-Tun-Addr-Policy                      	Vendor-Specific.Starent.Tun-Addr-Policy
SN-Tunnel-Gn                            	Vendor-Specific.Starent.Tunnel-Gn
SN-Tunnel-ISAKMP-Crypto-Map             	Vendor-Specific.Starent.Tunnel-ISAKMP-Crypto-Map
SN-Tunnel-ISAKMP-Secret                 	Vendor-Specific.Starent.Tunnel-ISAKMP-Secret
SN-Tunnel-Load-Balancing                	Vendor-Specific.Starent.Tunnel-Load-Balancing
SN-Tunnel-Password                      	Vendor-Specific.Starent.Tunnel-Password
SN-Unclassify-List-Name                 	Vendor-Specific.Starent.Unclassify-List-Name
SN-User-Privilege                       	Vendor-Specific.Starent.User-Privilege
SN-VPN-ID                               	Vendor-Specific.Starent.VPN-ID
SN-VPN-Name                             	Vendor-Specific.Starent.VPN-Name
SN-Virtual-APN-Name                     	Vendor-Specific.Starent.Virtual-APN-Name
SN-Visiting-Behavior                    	Vendor-Specific.Starent.Visiting-Behavior
SN-Visiting-Profile                     	Vendor-Specific.Starent.Visiting-Profile
SN-Visiting-Sub-Use-GGSN                	Vendor-Specific.Starent.Visiting-Sub-Use-GGSN
SN-Voice-Push-List-Name                 	Vendor-Specific.Starent.Voice-Push-List-Name
SN-WLAN-AP-Identifier                   	Vendor-Specific.Starent.WLAN-AP-Identifier
SN-WLAN-UE-Identifier                   	Vendor-Specific.Starent.WLAN-UE-Identifier
SN-WSG-MIP-Release-TIA                  	Vendor-Specific.Starent.WSG-MIP-Release-TIA
SN-WSG-MIP-Required                     	Vendor-Specific.Starent.WSG-MIP-Required
SN-WSG-MIP-Simple-IP-Fallback           	Vendor-Specific.Starent.WSG-MIP-Simple-IP-Fallback
SN-WiMAX-Auth-Only                      	Vendor-Specific.Starent.WiMAX-Auth-Only
SNA-Input-Gigawords                     	Vendor-Specific.Starent.SNA-Input-Gigawords
SNA-Output-Gigawords                    	Vendor-Specific.Starent.SNA-Output-Gigawords
SNA-PPP-Bad-Addr                        	Vendor-Specific.Starent.SNA-PPP-Bad-Addr
SNA-PPP-Bad-Ctrl                        	Vendor-Specific.Starent.SNA-PPP-Bad-Ctrl
SNA-PPP-Bad-FCS                         	Vendor-Specific.Starent.SNA-PPP-Bad-FCS
SNA-PPP-Ctrl-Input-Octets               	Vendor-Specific.Starent.SNA-PPP-Ctrl-Input-Octets
SNA-PPP-Ctrl-Input-Packets              	Vendor-Specific.Starent.SNA-PPP-Ctrl-Input-Packets
SNA-PPP-Ctrl-Output-Octets              	Vendor-Specific.Starent.SNA-PPP-Ctrl-Output-Octets
SNA-PPP-Ctrl-Output-Packets             	Vendor-Specific.Starent.SNA-PPP-Ctrl-Output-Packets
SNA-PPP-Discards-Input                  	Vendor-Specific.Starent.SNA-PPP-Discards-Input
SNA-PPP-Discards-Output                 	Vendor-Specific.Starent.SNA-PPP-Discards-Output
SNA-PPP-Echo-Req-Input                  	Vendor-Specific.Starent.SNA-PPP-Echo-Req-Input
SNA-PPP-Echo-Req-Output                 	Vendor-Specific.Starent.SNA-PPP-Echo-Req-Output
SNA-PPP-Echo-Rsp-Input                  	Vendor-Specific.Starent.SNA-PPP-Echo-Rsp-Input
SNA-PPP-Echo-Rsp-Output                 	Vendor-Specific.Starent.SNA-PPP-Echo-Rsp-Output
SNA-PPP-Errors-Input                    	Vendor-Specific.Starent.SNA-PPP-Errors-Input
SNA-PPP-Errors-Output                   	Vendor-Specific.Starent.SNA-PPP-Errors-Output
SNA-PPP-Framed-Input-Octets             	Vendor-Specific.Starent.SNA-PPP-Framed-Input-Octets
SNA-PPP-Framed-Output-Octets            	Vendor-Specific.Starent.SNA-PPP-Framed-Output-Octets
SNA-PPP-Packet-Too-Long                 	Vendor-Specific.Starent.SNA-PPP-Packet-Too-Long
SNA-PPP-Unfr-Data-In-Gig                	Vendor-Specific.Starent.SNA-PPP-Unfr-Data-In-Gig
SNA-PPP-Unfr-Data-Out-Gig               	Vendor-Specific.Starent.SNA-PPP-Unfr-Data-Out-Gig
SNA-PPP-Unfr-data-In-Oct                	Vendor-Specific.Starent.SNA-PPP-Unfr-data-In-Oct
SNA-PPP-Unfr-data-Out-Oct               	Vendor-Specific.Starent.SNA-PPP-Unfr-data-Out-Oct
SNA-RP-Reg-Reply-Sent-Acc-Dereg         	Vendor-Specific.Starent.SNA-RP-Reg-Reply-Sent-Acc-Dereg
SNA-RP-Reg-Reply-Sent-Acc-Reg           	Vendor-Specific.Starent.SNA-RP-Reg-Reply-Sent-Acc-Reg
SNA-RP-Reg-Reply-Sent-Bad-Req           	Vendor-Specific.Starent.SNA-RP-Reg-Reply-Sent-Bad-Req
SNA-RP-Reg-Reply-Sent-Denied            	Vendor-Specific.Starent.SNA-RP-Reg-Reply-Sent-Denied
SNA-RP-Reg-Reply-Sent-Mis-ID            	Vendor-Specific.Starent.SNA-RP-Reg-Reply-Sent-Mis-ID
SNA-RP-Reg-Reply-Sent-Send-Err          	Vendor-Specific.Starent.SNA-RP-Reg-Reply-Sent-Send-Err
SNA-RP-Reg-Reply-Sent-Total             	Vendor-Specific.Starent.SNA-RP-Reg-Reply-Sent-Total
SNA-RP-Reg-Upd-Re-Sent                  	Vendor-Specific.Starent.SNA-RP-Reg-Upd-Re-Sent
SNA-RP-Reg-Upd-Send-Err                 	Vendor-Specific.Starent.SNA-RP-Reg-Upd-Send-Err
SNA-RP-Reg-Upd-Sent                     	Vendor-Specific.Starent.SNA-RP-Reg-Upd-Sent
SNA-RPRAK-Rcvd-Acc-Ack                  	Vendor-Specific.Starent.SNA-RPRAK-Rcvd-Acc-Ack
SNA-RPRAK-Rcvd-Mis-ID                   	Vendor-Specific.Starent.SNA-RPRAK-Rcvd-Mis-ID
SNA-RPRAK-Rcvd-Msg-Auth-Fail            	Vendor-Specific.Starent.SNA-RPRAK-Rcvd-Msg-Auth-Fail
SNA-RPRAK-Rcvd-Total                    	Vendor-Specific.Starent.SNA-RPRAK-Rcvd-Total
SNA-RPRRQ-Rcvd-Acc-Dereg                	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-Acc-Dereg
SNA-RPRRQ-Rcvd-Acc-Reg                  	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-Acc-Reg
SNA-RPRRQ-Rcvd-Badly-Formed             	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-Badly-Formed
SNA-RPRRQ-Rcvd-Mis-ID                   	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-Mis-ID
SNA-RPRRQ-Rcvd-Msg-Auth-Fail            	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-Msg-Auth-Fail
SNA-RPRRQ-Rcvd-T-Bit-Not-Set            	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-T-Bit-Not-Set
SNA-RPRRQ-Rcvd-Total                    	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-Total
SNA-RPRRQ-Rcvd-VID-Unsupported          	Vendor-Specific.Starent.SNA-RPRRQ-Rcvd-VID-Unsupported
SS3-Firewall-User-Privilege             	Vendor-Specific.SonicWall.User-Privilege
ST-Acct-VC-Connection-Id                	Vendor-Specific.SpringTide.Acct-VC-Connection-Id
ST-IPSec-Client-Firewall                	Vendor-Specific.SpringTide.IPSec-Client-Firewall
ST-IPSec-Client-Subnet                  	Vendor-Specific.SpringTide.IPSec-Client-Subnet
ST-IPSec-Pfs-Group                      	Vendor-Specific.SpringTide.IPSec-Pfs-Group
ST-Physical-Port                        	Vendor-Specific.SpringTide.Physical-Port
ST-Physical-Slot                        	Vendor-Specific.SpringTide.Physical-Slot
ST-Policy-Name                          	Vendor-Specific.SpringTide.Policy-Name
ST-Primary-DNS-Server                   	Vendor-Specific.SpringTide.Primary-DNS-Server
ST-Primary-NBNS-Server                  	Vendor-Specific.SpringTide.Primary-NBNS-Server
ST-Realm-Name                           	Vendor-Specific.SpringTide.Realm-Name
ST-Secondary-DNS-Server                 	Vendor-Specific.SpringTide.Secondary-DNS-Server
ST-Secondary-NBNS-Server                	Vendor-Specific.SpringTide.Secondary-NBNS-Server
ST-Service-Domain                       	Vendor-Specific.SpringTide.Service-Domain
ST-Service-Name                         	Vendor-Specific.SpringTide.Service-Name
ST-Virtual-Circuit-ID                   	Vendor-Specific.SpringTide.Virtual-Circuit-ID
ST-Virtual-Path-ID                      	Vendor-Specific.SpringTide.Virtual-Path-ID
Sdx-Service-Name                        	Vendor-Specific.Unisphere.Sdx-Service-Name
Sdx-Session-Volume-Quota                	Vendor-Specific.Unisphere.Sdx-Session-Volume-Quota
Sdx-Tunnel-Disconnect-Cause-Info        	Vendor-Specific.Unisphere.Sdx-Tunnel-Disconnect-Cause-Info
Security-Service                        	Vendor-Specific.Ericsson-AB.Security-Service
Service-Action                          	Vendor-Specific.Ericsson-AB.Service-Action
Service-Data-Container-Bin              	Vendor-Specific.VerizonWireless.Service-Data-Container-Bin
Service-Error-Cause                     	Vendor-Specific.Ericsson-AB.Service-Error-Cause
Service-Name                            	Vendor-Specific.Ericsson-AB.Service-Name
Service-Parameter                       	Vendor-Specific.Ericsson-AB.Service-Parameter
Session-Error-Code                      	Vendor-Specific.Ericsson-AB.Session-Error-Code
Session-Error-Msg                       	Vendor-Specific.Ericsson-AB.Session-Error-Msg
Session-Traffic-Limit                   	Vendor-Specific.Ericsson-AB.Session-Traffic-Limit
Shaping-Profile-Name                    	Vendor-Specific.Ericsson-AB.Shaping-Profile-Name
Shasta-Service-Profile                  	Vendor-Specific.Shasta.Service-Profile
Shasta-User-Privilege                   	Vendor-Specific.Shasta.User-Privilege
Shasta-VPN-Name                         	Vendor-Specific.Shasta.VPN-Name
Shiva-Acct-Serv-Switch                  	Vendor-Specific.Shiva.Acct-Serv-Switch
Shiva-Bak-Key                           	Vendor-Specific.Shiva.Bak-Key
Shiva-Bandwidth-Trap                    	Vendor-Specific.Shiva.Bandwidth-Trap
Shiva-Break-Key                         	Vendor-Specific.Shiva.Break-Key
Shiva-Call-Durn-Trap                    	Vendor-Specific.Shiva.Call-Durn-Trap
Shiva-Called-Number                     	Vendor-Specific.Shiva.Called-Number
Shiva-Calling-Number                    	Vendor-Specific.Shiva.Calling-Number
Shiva-Circuit-Type                      	Vendor-Specific.Shiva.Circuit-Type
Shiva-Compression                       	Vendor-Specific.Shiva.Compression
Shiva-Compression-Type                  	Vendor-Specific.Shiva.Compression-Type
Shiva-Connect-Reason                    	Vendor-Specific.Shiva.Connect-Reason
Shiva-Customer-Id                       	Vendor-Specific.Shiva.Customer-Id
Shiva-DHCP-Leasetime                    	Vendor-Specific.Shiva.DHCP-Leasetime
Shiva-Default-Host                      	Vendor-Specific.Shiva.Default-Host
Shiva-Dial-Timeout                      	Vendor-Specific.Shiva.Dial-Timeout
Shiva-Dialback-Delay                    	Vendor-Specific.Shiva.Dialback-Delay
Shiva-Disconnect-Reason                 	Vendor-Specific.Shiva.Disconnect-Reason
Shiva-Event-Flags                       	Vendor-Specific.Shiva.Event-Flags
Shiva-Function                          	Vendor-Specific.Shiva.Function
Shiva-Fwd-Key                           	Vendor-Specific.Shiva.Fwd-Key
Shiva-LAT-Groups                        	Vendor-Specific.Shiva.LAT-Groups
Shiva-LAT-Port                          	Vendor-Specific.Shiva.LAT-Port
Shiva-Link-Protocol                     	Vendor-Specific.Shiva.Link-Protocol
Shiva-Link-Speed                        	Vendor-Specific.Shiva.Link-Speed
Shiva-Links-In-Bundle                   	Vendor-Specific.Shiva.Links-In-Bundle
Shiva-Max-VCs                           	Vendor-Specific.Shiva.Max-VCs
Shiva-Menu-Name                         	Vendor-Specific.Shiva.Menu-Name
Shiva-Minimum-Call                      	Vendor-Specific.Shiva.Minimum-Call
Shiva-Network-Protocols                 	Vendor-Specific.Shiva.Network-Protocols
Shiva-RTC-Timestamp                     	Vendor-Specific.Shiva.RTC-Timestamp
Shiva-Session-Id                        	Vendor-Specific.Shiva.Session-Id
Shiva-Termtype                          	Vendor-Specific.Shiva.Termtype
Shiva-Type-Of-Service                   	Vendor-Specific.Shiva.Type-Of-Service
Shiva-User-Attributes                   	Vendor-Specific.Shiva.User-Attributes
Shiva-User-Flags                        	Vendor-Specific.Shiva.User-Flags
Siemens-AP-Name                         	Vendor-Specific.Siemens.AP-Name
Siemens-AP-Serial                       	Vendor-Specific.Siemens.AP-Serial
Siemens-BSS-MAC                         	Vendor-Specific.Siemens.BSS-MAC
Siemens-Egress-RC-Name                  	Vendor-Specific.Siemens.Egress-RC-Name
Siemens-Ingress-RC-Name                 	Vendor-Specific.Siemens.Ingress-RC-Name
Siemens-Policy-Name                     	Vendor-Specific.Siemens.Policy-Name
Siemens-SSID                            	Vendor-Specific.Siemens.SSID
Siemens-Topology-Name                   	Vendor-Specific.Siemens.Topology-Name
Siemens-URL-Redirection                 	Vendor-Specific.Siemens.URL-Redirection
Siemens-VNS-Name                        	Vendor-Specific.Siemens.VNS-Name
Sip-From                                	Vendor-Specific.Columbia-University.Sip-From
Sip-Method                              	Vendor-Specific.Columbia-University.Sip-Method
Sip-To                                  	Vendor-Specific.Columbia-University.Sip-To
Sip-Translated-Request-URI              	Vendor-Specific.Columbia-University.Sip-Translated-Request-URI
Sky-Wifi-AP-ID                          	Vendor-Specific.BSkyB.Wifi-AP-ID
Sky-Wifi-Billing-Class                  	Vendor-Specific.BSkyB.Wifi-Billing-Class
Sky-Wifi-Credentials                    	Vendor-Specific.BSkyB.Wifi-Credentials
Sky-Wifi-Filter-Profile                 	Vendor-Specific.BSkyB.Wifi-Filter-Profile
Sky-Wifi-Protocol-Restriction           	Vendor-Specific.BSkyB.Wifi-Protocol-Restriction
Sky-Wifi-Provider-ID                    	Vendor-Specific.BSkyB.Wifi-Provider-ID
Sky-Wifi-Replicated-Packet              	Vendor-Specific.BSkyB.Wifi-Replicated-Packet
Sky-Wifi-Service-ID                     	Vendor-Specific.BSkyB.Wifi-Service-ID
Slipstream-Auth                         	Vendor-Specific.Slipstream.Auth
SofaWare-Admin                          	Vendor-Specific.SofaWare.Admin
SofaWare-Hotspot                        	Vendor-Specific.SofaWare.Hotspot
SofaWare-UFP                            	Vendor-Specific.SofaWare.UFP
SofaWare-VPN                            	Vendor-Specific.SofaWare.VPN
SoftBank-BB-Unit-HW-Revision            	Vendor-Specific.SoftBank.BB-Unit-HW-Revision
